doc_id,500 abstracts,clean_text,Sentiment
384,will suffer cuts on their public nhs financing. a smart health planning can make sure health spending is managed appropriately. indeed a restructuring of the italian healthcare system has recently been enforced in order to cope for the clumsy regional healthcare balance sheets. half of total italian,will suffer cut on their public no financ a smart health plan can make sure health spend is manag appropri inde a restructur of the italian healthcar system ha recent been enforc in order to cope for the clumsi region healthcar balanc sheet half of total italian,Negative
385,we present a framework for a wireless health monitoring system within a smart home using zigbee technology. vital signals are collected and processed using a 3-tiered architecture. the first stage is the mobile device carried on the body that runs a number of wired and wireless probes. this device,we present a framework for a tireless health monitor system within a smart home use zigbe technolog vital signal are collect and process use a 3-tire architectur the first stage is the mobil devic carri on the bodi that run a number of wire and tireless prove thi devic,Negative
386,"in this research, we propose an anonymous authentication e-health system and the use of rfid smart card that contained hidden patient's personal identity, so the privacy of doctors and patients could improved optimally (for example, by hiding their identity). we employ camenisch",in thi research we propos an anonym authent e-health system and the use of rid smart card that contain hidden patient 's person ident so the privaci of doctor and patient could improv optim for exampl by hide their ident we employ camenisch,Negative
387,"health, and the environment. nrdc has offices in new york city,",health and the environ rd ha offic in new york citi,Negative
388,"summary wireless sensor networks bring new challenges to bridge monitoring. to monitor a bridge, behavior, including vibration and displacement, must be measured to analyze the health of the structure based on measured and collected data. the collected data can be used to compute modal properties",summari tireless senior network bring new challeng to bridg monitor to monitor a bridg behavior includ vibrat and displac must be measur to analyz the health of the structur base on measur and collect data the collect data can be use to comput moral properti,Neutral
389,abstract: the specific focus of this study is to explore queensland (australia) state school generalist teachers' perceptions regarding the barriers and enablers associated with the implementation of the smart moves (compulsory physical activity) policy in the primary classroom setting,abstract the specif focu of thi studi is to explor queensland australia state school gener teacher percept regard the barrier and enabl associ with the implement of the smart move compulsori physic activ polici in the primari classroom set,Negative
390,"the rerc center on aging at the university of florida is dedicated to creating smart environments and assistants to enable elderly persons to live a longer and a more independent life at home. by achieving this goal, technology will increase the chances of successful aging despite an ailing health",the rec center on rage at the univers of florida is dedic to creat smart environ and assist to enabl elderli person to live a longer and a more independ life at home by achiev thi goal technolog will increas the chanc of success rage despit an ail health,Neutral
391,"nowadays, the combining of advanced mobile communications and mobile account now in portable devices named ""smart phones "" has becomes more great uses. among of these include health care professionals. few studies in the challenge, blurred reality challenge facing the patient",nowaday the combin of advanc mobil commun and mobil account now in portabl devic name smart phone ha becom more great use among of these includ health care profession few studi in the challeng blur realiti challeng face the patient,Neutral
392,structural health monitoring of a cable stayed bridge using smart sensor technology: deployment and evaluation. smart struct syst 6(5-6):439-459,structur health monitor of a cabl stay bridg use smart senior technolog employ and evalu smart struck cyst 6 5-6 439-459,Neutral
393,"and/or predict threatening long-term trends or immediate crises. the main objective of this paper is to investigate techniques for using agent-based smart home technologies to provide this at-home health monitoring and assistance. to this end, we have developed novel inhabitant modeling and automation",and/or predict threaten long-term tend or immedi crisi the main object of thi paper is to investig techniqu for use agent-bas smart home technolog to provid thi at-hom health monitor and assist to thi end we have develop novel inhabit model and automat,Negative
394,"valuable for diagnostics and prognosis. this trend is supported by aircraft manufacturers and the mods as well, which intend to extend the use of prognostics technologies on weapon platforms, vehicles and ammunitions. to assess the feasibility of an onboard prognostic health management (phm) system",valuabl for diagnost and prognosi thi trend is support by aircraft manufactur and the mode as well which intend to extend the use of prognosi technolog on weapon platform vehicl and ammunit to assess the sensibl of an board prognosi health manag hm system,Positive
395,"abstract. automation of smart home for ambient assisted living is currently based on a widespread use of sensors. in this paper, we propose a monitoring system based on the semantic analysis of home automation logs (user requests). our goal is to replace as many sensors as possible by using",abstract automat of smart home for absent assist live is current base on a widespread use of sensori in thi paper we propos a monitor system base on the semant analysi of home automat log user request our goal is to replac as mani sensori as possibl by use,Negative
396,disclosures of potential conflicts of interest may be found at the end of this article. key words. breast cancer x community health workers x health promotion x patient navigation objective.todemonstrateproofofconcept for a smart phone-empowered community health worker (chw) model of care,disclosur of potenti conflict of interest may be found at the end of thi articl key word breast cancer x commun health worker x health promot x patient navig objective.todemonstrateproofofconcept for a smart phone-empow commun health worker cow model of care,Negative
397,"technology to obtain this information, they have proved to be costly and complex and therefore not widely used. however, a behavioral monitoring technology, based on smart-home and telemedicine applications, has been developed that obtains more accurate and timely information on the ability of frail",technolog to obtain thi inform they have prove to be costli and complex and therefor not wide use howev a behavior monitor technolog base on smart-hom and telemedicin applic ha been develop that obtain more accur and time inform on the abil of frail,Positive
398,"mobile phones or smart phones are hovering to be at the center of a next revolution in social networks, green applications, global environmental monitoring, personal and community healthcare, sensor augmented gaming, virtual reality and smart transportation systems. health monitoring is repeatedly",mobil phone or smart phone are cover to be at the center of a next revolut in social network green applic global environment monitor person and commun healthcar senior augment gaze virtual realiti and smart transport system health monitor is repeatedli,Neutral
399,"abstract- health smart card is like atm card which provide cash benefits to patient through insurance company for hospital and medical benefits without expending money from the patient at the time of need. but now-a-days, fraud is done using the health smart card as few patients does not know",abstract health smart card is like at card which provid cash benefit to patient through insur compani for hospit and medic benefit without extend money from the patient at the time of need but now-a-day fraud is done use the health smart card as few patient doe not know,Positive
400,cooking is an essential daily life activity because of its importance to good health. this study describes an iterative design process for augmenting a home kitchen with ubiquitous computing (ubicomp) technology to raise the health awareness of family cooks when preparing meals. the proposed smart,cook is an essenti daili life activ becaus of it import to good health thi studi describ an oper design process for augment a home kitchen with ubiquit comput ubicomp technolog to rais the health awar of famili cook when prepar meal the propos smart,Negative
401,"wireless sensor network (wsn) gives the characteristics of an effective, feasible and fairly reliable monitoring system which shows promise for structural health monitoring (shm) applications. monitoring of civil structures generates a large amount of sensor data that is used for structural anomaly",tireless senior network won give the characterist of an effect feasibl and fairli reliabl monitor system which show promis for structur health monitor she applic monitor of civil structur gener a larg amount of senior data that is use for structur anim,Positive
402,"using smart cards, and the use of object management group’s (omg) person identification service (pids) to interoperate with clinical information systems. so far, ehealth services profiles have been designed for cardiology and respiratory problems. the storage of clinical data in actively shared episode",use smart card and the use of object manag group ’ s org person identif servic pip to interoper with clinic inform system so far health servic profil have been design for cardiolog and respiratori problem the storag of clinic data in activ share episod,Neutral
403,"current and power, and forced and pulsed power. the aim of the tests has been to study the impact of smart charging and fast charging on the power system, on the battery state of health and degradation, and to find out the limitations of the batteries for a smart grid. the paper outlines the advantages",current and power and forc and puls power the aim of the test ha been to studi the impact of smart charg and fast charg on the power system on the batteri state of health and degrad and to find out the limit of the batteri for a smart grid the paper outlin the advantag,Negative
404,"as a scientist or developer, are your augmented reality(ar) products available for iphones and android? if they aren’t yet, maybe they should be. if you use a smart-phone, check your itunes or google play store for ar health apps. consider: the january 2013 consumer electronics show in las vegas",as a scientist or develop are your augment realiti ar product avail for phone and andro if they aren ’ t yet mayb they should be if you use a smart-phon check your tune or goos play store for ar health ape consid the januari 2013 consum electron show in la began,Negative
405,"abstract we propose a system which enables access to the user's personal health record (phr) in the event of emergency. the access typically occurs in an ad-hoc and spontaneous manner and the user is usually unconscious, hence rendering the unavailability of the user's password to access",abstract we propos a system which enabl access to the user 's person health record per in the event of emerg the access typic occur in an ad-how and spontan manner and the user is usual unconsci henc render the avail of the user 's password to access,Positive
406,"and technology for integrative and predictive medicine, or more generally, precision medicine and smart health management. the advent of artificial societies that collect the clinically relevant information in prognostics and therapeutics provides a promising platform for organizing and experimenting complex",and technolog for integr and predict medicin or more gener precis medicin and smart health manag the advent of artifici societi that collect the clinic relev inform in prognosi and therapeut provid a promis platform for organ and experi complex,Positive
407,"application domains, including smart buildings, smart cities, smart grid, e-health, etc.",applic domain includ smart build smart citi smart grid e-health etc,Positive
408,"and maintaining weight loss (wing et al., 2008). the benefits and importance of physical activity have been well documented (u.s. depart-ment of health and human services, 2008), particularly the role that regular physical activity plays in lowering obesity rates. according to physical activity and health: a",and maintain weight loss wing et al 2008 the benefit and import of physic activ have been well document u. depart-men of health and human servic 2008 particularli the role that regular physic activ play in lower obes rate accord to physic activ and health a,Neutral
409,"to be monitored at any comfortable places or devices. wireless health encompasses end-to-end solutions that facilitate continuous access to health care information, expert advice, or therapeutic intervention enabled by remote sensing, ubiquitous telecommunications networks, and smart systems and platforms.",to be monitor at ani comfort place or devic tireless health encompass end-to-end solut that facilit continu access to health care inform expert advic or therapeut intervent enabl by remot sens ubiquit telecommun network and smart system and platform,Negative
410,; nurses and neurologists of ms center were identified as the major resource in coping with the disease at 3 and 12 months by patients. the neurologist was the health professional involved in ms management in 95% of cases and the nurse appeared to play a central role in patient training and drug,nurs and neurologist of ms center were identifi as the major resourc in come with the diseas at 3 and 12 month by patient the neurologist wa the health profession involv in ms manag in 95 of case and the nurs appear to play a central role in patient train and drug,Negative
411,"background: with the recent advent of smart phones, usage of medical apps is on rise. smart phones are powerful devices that combine the conventional functions of a mobile phone with advanced computing capabilities enabling users to access software applications commonly termed as ‘‘apps’’. health",background with the recent advent of smart phone usag of medic ape is on rise smart phone are power devic that combin the convent function of a mobil phone with advanc comput capabl enabl user to access softwar applic commonli term as ‘ ‘ ape ’ ’ health,Positive
412,", energy and processing usage over a traditional monitoring implementation. keywords—adaptive monitoring; context-aware monitoring; smart sensing; dependency; e-health; adl; iadl i.",energi and process usag over a tradit monitor implement keywords—capt monitor context-awar monitor smart sens depend e-health all had i,Neutral
413,european union aiming to develop intelligent systems for the prevention and monitoring of cardiovascular diseases. the project develops smart electronic and textile systems and appropriate services that empower the users to take control of their own health status. c i.,european union aim to develop intellig system for the prevent and monitor of cardiovascular diseas the project develop smart electron and textil system and appropri servic that empow the user to take control of their own health statu c i,Positive
414,"will discuss the emergence of ambient intelligence (ami) techniques in the health care domain, in order to provide the research community with the necessary background. we will examine the infrastructure and technology required for achieving the vision of ambient intelligence, such as smart environments",will discuss the emerg of absent intellig ami techniqu in the health care domain in order to provid the research commun with the necessari background we will examin the infrastructur and technolog requir for achiev the vision of absent intellig such as smart environ,Positive
415,"the health-care system in ghana is similar to those in other developing countries and access to health services for remote communities is extremely limited. in july, 2010, the government of ghana launched the national e health strategy. a number of international organizations have initiated various",the health-car system in than is similar to those in other develop countri and access to health servic for remot commun is extrem limit in juli 2010 the govern of than launch the nation e health strategi a number of intern organ have initi variou,Neutral
416,smart card (for patients) and a corresponding health professional card (for health care providers). we analyzed these cards and the peripheral parts of the telematics infrastructure according to the iso 27001 security standard. the introduced attack scenarios show that there are several security issues,smart card for patient and a correspond health profession card for health care provid we analyz these card and the peripher part of the telemat infrastructur accord to the iso 27001 secur standard the introduc attack scenario show that there are sever secur issu,Positive
417,a brillouin smart frp material and a strain data post processing software for structural health monitoring through laboratory testing,a brillouin smart fro materi and a strain data post process softwar for structur health monitor through laboratori test,Negative
418,"of employing smart optical fibre sensor (ofs) and piezoelectric impedance sensor made up of lead zirconate titanate (pzt) for comprehensive health monitoring of rocks, covering load history monitoring/retrieval as well as damage assessment is presented in this paper. the rock specimens are subjected to cyclic",of employ smart optic fibr senior of and piezoelectr impud senior made up of lead zircon titan put for comprehens health monitor of rock cover load histori monitoring/retriev as well as damag assess is present in thi paper the rock specimen are subject to cystic,Negative
419,"mobile applications have become a must in every user's smart device, and many of these applications make use of the device sensors' to achieve its goal. nevertheless, it remains fairly unknown to the user to which extent the data the applications use can be relied upon and, therefore",mobil applic have becom a must in everi user 's smart devic and mani of these applic make use of the devic sensori to achiev it goal nevertheless it remain fairli unknown to the user to which extent the data the applic use can be reli upon and therefor,Positive
420,"they work (schedule flexibility), where they work (telecommuting), and via which communication medium (smart-phone, e-mail, videoconference) they work (baarne, houtkamp, & knotter, 2010). these flexible work designs, also referred to as ‘new ways of working ’ (nww) have been applauded thus far",they work schedul flexibl where they work telecommut and via which commun medium smart-phon e-mail videoconfer they work bare houtkamp knot 2010 these flexibl work design also refer to as ‘ new way of work ’ now have been applaus thu far,Neutral
421,"abstract. over the last decade there has been a significant growth of research endeavors in the area of ambient intelligence or smart environments. an anticipated increase in the older adult population around the globe and an increase in health care expenditures as a result, has increased",abstract over the last decad there ha been a signific growth of research endeavor in the area of absent intellig or smart environ an anticip increas in the older adult popul around the globe and an increas in health care expenditur as a result ha increas,Negative
422,"with the smart phone using password protection mechanism. the main objective of this system is to monitor the high risk patients and to protect the patient's data from intruders at anytime and anywhere through android app. caregivers can get patient health analysis, medicine follow up reminder, daily",with the smart phone use password protect mechan the main object of thi system is to monitor the high risk patient and to protect the patient 's data from intrud at daytim and anywher through andro pp caregiv can get patient health analysi medicin follow up remind daili,Neutral
423,"abstract- this paper reports on testing of the performance of smartlife ® e-textile material. in particular, the response of the integrated conductive pathways at microwave frequencies in the region of 9 khz to 6 ghz is investigated for both biomedical sensing and signal transmission purposes",abstract thi paper report on test of the perform of smartlif ® e-textil materi in particular the respons of the integr connect pathway at microwav frequenc in the region of 9 kuz to 6 the is investig for both biomed sens and signal transmiss purpos,Positive
424,"ba, is vice president of clinical research and regulatory affairs; all are at smarthealth in phoenix, arizona. purpose. oral health care professionals have been shown to be at risk for developing a type i allergy to natural rubber latex (nrl). the objective of this study was to assess",ba is vice presid of clinic research and regulatori affair all are at smarthealth in phoenix arizona purpos oral health care profession have been shown to be at risk for develop a type i clergi to natur rubber later nl the object of thi studi wa to assess,Neutral
425,". results: this paper reviewed environmental health research using crowdsourcing. examples of such research based on crowdsourcing included practices in environmental disasters, noise monitoring, global positioning system (gps) technology, smart phones, attached portable devices and information delivery",result thi paper review environment health research use crowdsourc exampl of such research base on crowdsourc includ practic in environment disast nois monitor global petit system ga technolog smart phone attach portabl devic and inform deliveri,Positive
426,the european fp7 project “smartfiber ” is developing the world first full embedded optical “structural health monitoring ” (shm) system for composite materials. this optical sensor system is designed to be embedded into carbon or glass fiber material for continuous monitoring of its mechanical,the european for project “ smartfib ” is develop the world first full embed optic “ structur health monitor ” she system for composit materi thi optic senior system is design to be embed into carbon or glass finer materi for continu monitor of it mechan,Neutral
427,"the advent of smart phones has enabled health care anywhere and anytime. with pervasive health care, a person can perform necessary day to day tasks while his health is recorded, controlled, and processed continuously using on body sensors and actuators to capture abnormalities, trends, and causes",the advent of smart phone ha enabl health care anywher and daytim with evas health care a person can perform necessari day to day task while hi health is record control and process continu use on bodi sensori and actuat to captur abnorm tend and caus,Positive
428,"abstract- structural health monitoring system is the implementation of improving the maintenance of any structures like buildings and bridges. it encompasses damage detection, identification and prevention of structures from natural disasters like earth quake and rain. this paper is mainly proposed",abstract structur health monitor system is the implement of improv the mainten of ani structur like build and bridg it encompass damag detect identif and prevent of structur from natur disast like earth quaker and rain thi paper is mainli propos,Negative
429,"today, it is a common phenomenon for physicians to own multiple mobile devices such as smart-phones and tablets in order to seamlessly access the electronic health record (ehr). but, the over reliance on wireless communication channels by mobile devices limits the user expectation since consistent",today it is a common phenomenon for physician to own multipl mobil devic such as smart-phon and tablet in order to fearlessli access the electron health record her but the over relianc on tireless commun channel by mobil devic limit the user expect sinc consist,Neutral
430,"language, health information security and social media security by following a method of literature review to grasp a better technological backbone for developing web based health support system to two communities of users (older adults and mining/industry workers). as a result we propose a secured",languag health inform secur and social media secur by follow a method of literatur review to grasp a better technolog backbon for develop web base health support system to two commun of user older adult and mining/industri worker as a result we propos a secur,Negative
431,wireless sensors application into health monitoring systems of tall type buildings operating into hazardous environment and selected methods for data analysis obtained from the monitoring system. smart sensors can locally process measured data and transmit only the significant information via wireless,tireless sensori applic into health monitor system of tall type build oper into hazard environ and select method for data analysi obtain from the monitor system smart sensori can local process measur data and transmit onli the signific inform via tireless,Negative
432,"abstract. in this paper an efficient e-health platform based on a low-cost sensor controller system is presented, exhibiting enhanced key characteristics able to provide broad coverage of medical scenarios in a reliable and flexible way. the heart of the system is a low-cost sensor controller",abstract in thi paper an effici e-health platform base on a low-cost senior control system is present exhibit enhanc key characterist abl to provid broad coverag of medic scenario in a reliabl and flexibl way the heart of the system is a low-cost senior control,Neutral
433,"abstract:- methods in detecting damages in structural components and monitoring their health is on the way to develop in today’s technology. approaches; nondestructive towards the part or with the lowest risk; which locate the damage and even diagnose its size, are accentuating the importance",abstract method in direct damag in structur compon and monitor their health is on the way to develop in today ’ s technolog approach nondestruct toward the part or with the lowest risk which locat the damag and even diagnos it size are accentu the import,Negative
434,"smart structures for health monitoring is a noticeable technology for advanced composite structures and civil structures. for the health monitoring, embedded optical fiber sensors are getting popular. for the practical objectives of health monitoring, however, not one but several kinds of sensors",smart structur for health monitor is a notic technolog for advanc composit structur and civil structur for the health monitor embed optic finer sensori are get popular for the practic object of health monitor howev not one but sever kind of sensori,Positive
435,"of the composite laminated structures. to develop the health monitoring techniques providing on-line diagnostics of smart composite structures can be helpful in keeping the composite structures sound during their service. in this presentation, we discuss the signal processing techniques and some applications",of the composit lamin structur to develop the health monitor techniqu provid on-lin diagnost of smart composit structur can be help in keep the composit structur sound dure their servic in thi present we discuss the signal process techniqu and some applic,Positive
436,"to detect anomalous events from seemly disconnected ambient data that we take for granted. it is made possible by the convergence of affordable sensors, embedded processors, and wireless ad-hoc networks. ami yields an emergent smart technology that enables the elderly people and people with disabilities",to detect anomali event from seem disconnect absent data that we take for grant it is made possibl by the confer of unford sensori embed processor and tireless ad-how network ami yield an emerg smart technolog that enabl the elderli peopl and peopl with disabl,Positive
437,"abstract—wireless body area networks (wbans) and their supporting information infrastructures offer unprecedented opportunities to monitor state of health without constraining wearer activities. to increase acceptance of personal monitoring technology while lowering equipment cost, advances must",abstract—tireless bodi area network wa and their support inform infrastructur offer unpreced opportun to monitor state of health without contain wearer activ to increas accept of person monitor technolog while lower equip cost advanc must,Neutral
438,"sources. catheter-tip pressure sensors have grown into smart cardiovascular stents and 1mm3 wireless devices for treating glaucoma. neural interfaces are launching revolutionary advances in neuroscience and in prostheses for deafness, blindness, epilepsy, parkinson’s disease, and other disorders",sourc catheter-tip pressur sensori have grown into smart cardiovascular tent and emma tireless devic for treat glaucoma neutral interfac are launch revolutionari advanc in neurosci and in prosthes for deaf blind epilepsi atkinson ’ s diseas and other disord,Negative
439,"abstract—the advent of smart phones has enabled health care anywhere and anytime. with pervasive health care, a person can perform necessary day to day tasks while his health is recorded, controlled, and processed continuously using on body sensors and actuators to capture abnormalities, trends",abstract—th advent of smart phone ha enabl health care anywher and daytim with evas health care a person can perform necessari day to day task while hi health is record control and process continu use on bodi sensori and actuat to captur abnorm tend,Negative
440,to an urban healthcare provider. this will improve the efficiency of medical care and lower costs for health clinics in underserved areas. this paper introduces a software application that can be ported onto a usb smart card or/and managed by smartphone or personal computer connected to cloud computing,to an urban healthcar provid thi will improv the effici of medic care and lower cost for health clinic in undeserv area thi paper introduc a softwar applic that can be porter onto a us smart card or/and manag by smartphon or person comput connect to cloud comput,Negative
441,"abstract this study was conducted, to investigate the level of self-control, mental health and the interrelationship of college students and to analyze the differences between these variables according to the level of smart phone usage. the subjects of our study were collected 246 students",abstract thi studi wa conduct to investig the level of self-control mental health and the interrelationship of colleg student and to analyz the differ between these variabl accord to the level of smart phone usag the subject of our studi were collect 246 student,Positive
442,of the universe of health inspectors and senior health officials and a large and representative sample of doctors; (ii) measures of job performance from unannounced visits to health facilities; (iii) a randomized evaluation of a novel smart phone monitoring technology; (iv) experimental manipulations,of the univers of health inspector and senior health offici and a larg and repres sampl of doctor ii measur of job perform from announc visit to health facil iii a random evalu of a novel smart phone monitor technolog iv experiment manipul,Neutral
443,#NAME?,critic applic can have signific consequ for patient in thi paper we describ plug-n-trust put a novel approach to protect both the confidenti and integr of safety-crit medic sens and data process on vulner mobil phone with put a plug-in smart card provid a trust,Neutral
444,"ehealth is an established concept within healthcare. more recently, the widespread adoption of smart phones and mobile devices among the population at large has shifted ehealth towards mobile health going forward. now known as mhealth, it is a term used to describe mobile applications (apps",health is an establish concept within healthcar more recent the widespread adopt of smart phone and mobil devic among the popul at larg ha shift health toward mobil health go forward now known as health it is a term use to describ mobil applic ape,Neutral
445,"summary: in this paper, the authors describe and compare the features of examples of the multi-agent systems (mas) in e-health. the descriptions of mas in e-health are presented in four areas: assistive living application, diagnosis, physical telemonitoring, smart-hospital and smart",summari in thi paper the author describ and compar the featur of exampl of the multi-ag system wa in e-health the descript of wa in e-health are present in four area assist live applic diagnosi physic telemonitor smart-hospit and smart,Positive
446,"the spread of disease within a community, monitoring the health and activity-levels of elderly patients as well as healthy adults, and allowing “smart environments ” to respond proactively to the needs and intentions of their users. 1",the spread of diseas within a commun monitor the health and activity-level of elderli patient as well as healthi adult and allow “ smart environ ” to respond proactiv to the need and intent of their user 1,Neutral
447,"for emergency detection but also for long-term assessment to establish the right dose and timing of medication. one type of wbs called the smart shirt typically relies on the information provided by the wireless, miniature sensors enclosed in shirt. the vital signals and information gathered by the various",for emerg detect but also for long-term assess to establish the right dose and time of medit one type of wa call the smart shirt typic relief on the inform provid by the tireless miniatur sensori enclos in shirt the vital signal and inform gather by the variou,Negative
448,abstract—measurements of vital signs and behavioral patterns can be translated into accurate predictions of health risk. the proposed system suggests an anytime anywhere health monitoring mechanism via an application providing heart monitoring data through easy-to-use interfaces. using this savior,abstract—measur of vital sign and behavior pattern can be translat into accur predict of health risk the propos system suggest an daytim anywher health monitor mechan via an applic provid heart monitor data through easy-to-us interfac use thi savior,Negative
449,"in a health care context, the use rfid (radio frequency identification) technology can be employed for not only bringing down health care costs but also facilitate automating and streamlining patient identification processes in hospitals and use of mobile devices like pda, smart phones, for design",in a health care context the use rid radio frequenc identif technolog can be employ for not onli bring down health care cost but also facilit automat and streamlin patient identif process in hospit and use of mobil devic like pad smart phone for design,Positive
450,"r&d program, was recently fatigue tested to blade failure at the national renewable energy laboratories, national wind technology center. the fatigue test provided an opportunity to exercise a number of structural health monitoring (shm) techniques and nondestructive testing (ndt) systems",r d program wa recent fatigu test to blade failur at the nation renew energi laboratori nation wind technolog center the fatigu test provid an opportun to exercis a number of structur health monitor she techniqu and nondestruct test not system,Positive
451,"the advent of smart phone has enabled health care anywhere and anytime. with pervasive health care, a person can perform necessary day to day tasks while his or her health is recorded, controlled, and processed continuously using on body sensors and actuators to capture abnormalities, trends",the advent of smart phone ha enabl health care anywher and daytim with evas health care a person can perform necessari day to day task while hi or her health is record control and process continu use on bodi sensori and actuat to captur abnorm tend,Positive
452,abstract—a system for the automatic measurement of the circadian activity deviations in telemedicine has been developed within the framework of a “health integrated smart home information system ” (his p). his p is an experimental platform for the evaluation and the development of technologies,abstract—a system for the automat measur of the circassian activ deviat in telemedicin ha been develop within the framework of a “ health integr smart home inform system ” hi p hi p is an experiment platform for the evalu and the develop of technolog,Negative
453,"for mitigating rain-wind-induced cable vibration. experience and lessons learned from this engineering practice are summarized in this paper. keywords: cable-supported bridge, structural health monitoring, intelligent vibration control, instrumentation system, smart damper 1.",for mitig rain-wind-induc cabl vibrat experi and lesson learn from thi engin practic are summar in thi paper keyword cable-support bridg structur health monitor intellig vibrat control instrument system smart damper 1,Negative
454,"advances in information technology and near ubiquity of the internet have spawned novel modes of communication and unprecedented insights into human behavior via the digital footprint. health behavior randomized controlled trials (rcts), especially technology-based, can leverage these advances",advanc in inform technolog and near obliqu of the internet have span novel mode of commun and unpreced insight into human behavior via the digit footprint health behavior random control trial act especi technology-bas can beverag these advanc,Positive
455,"structural health monitoring (shm) is important for reducing maintenance costs while increasing safety and reliability. piezoelectric wafer active sensors (pwas) used in shm applications are able to detect structural damage using lamb waves. pwas are small, lightweight, unobtrusive, and inexpensive",structur health monitor she is import for reduc mainten cost while increas safeti and reliabl piezoelectr water activ sensori wa use in she applic are abl to detect structur damag use lamb wave wa are small lightweight unobtrus and expens,Negative
456,abstract: delivering health care (hc) services on mobile phone is a promising technology. the glucose meters (gm) abilities allow development of new strategies for tracking diabetes. gms can become smart by coupling them with mobile and algorithms that generate alerts when glucose is predicted,abstract deliv health care he servic on mobil phone is a promis technolog the glucos peter go abil allow develop of new strateg for crack diabet ga can becom smart by count them with mobil and algorithm that gener alert when glucos is predict,Positive
457,"abstract—rescue system with health condition monitoring together with location and attitude monitoring as well as the other data acquired with mobile devices is proposed. backup system for location estimation is also proposed. on behalf of gps receivers and wifi beacon receivers, zigbee is used",abstract—rescu system with health condit monitor togeth with locat and attitud monitor as well as the other data acquir with mobil devic is propos back system for locat estim is also propos on behalf of ga receiv and wife beacon receiv zigbe is use,Negative
458,#NAME?,home patient monitor here the human bodi paramet are fetch by differ way through biosensor bearabl medic devic and smart textil then the collect detail are forward to the remot server through the internet wearabl secur accuraci outdoor monitor and eas of use,Neutral
459,"technology highlighting various functions of smart home that go beyond simple power control and management services, instead a new chapter of assisted, monitored and smarter life that covers and benefits every aspect of human life e.g. health monitoring, suggestions, infant monitors, elder people assistance",technolog highlight variou function of smart home that go beyond simpl power control and manag servic instead a new chapter of assist monitor and smarter life that cover and benefit everi aspect of human life e.g health monitor suggest infant monitor elder peopl assist,Neutral
460,body area network (ban) is a promising technology for real-time monitoring of physiological parameters of the patients. particularly when the wireless technologies integrated with body area network provides complete telemedical infrastructure. the wireless ban combined with an android based smart,bodi area network ban is a promis technolog for real-tim monitor of physiolog paramet of the patient particularli when the tireless technolog integr with bodi area network provid complet telemed infrastructur the tireless ban combin with an andro base smart,Positive
461,#NAME?,assess algorithm and commun protocol the immedi applic is the monitor of rocket test stand but the technolog should be gener applic to the integr system health monitor ism vision thi paper outlin progress made in the develop of intellig sensori by describ,Negative
462,"whether they might be comparable, or even superior, to the more established medications. let’s see how, in this scenario, various kp healthconnect tools can deliver decision support. smartsets: templates",whether they might be compar or even superior to the more establish medit let ’ s see how in thi scenario variou up healthconnect tool can deliv decis support smart templ,Negative
463,"which combines the functionality of an ecg, pulsimeter, spo2, and bad (body activity detector) for real-time monitoring of the activity of a body. when an accident occurs, the signals go through android smart phone, immediately notifying the remote ends and providing first time help. keywords—health",which combin the function of an egg pulsimet spot and bad bodi activ detector for real-tim monitor of the activ of a bodi when an accid occur the signal go through andro smart phone immedi notifi the remot end and provid first time help keywords—health,Negative
464,"in learned publishing (smart 2007), the answer to both questions is yes. smart argued that the african research and education communities need to rethink their tendency to “slavishly... follow the western model of academic promotion based on publishing in journals. ” in an earlier article, horton (2000a",in learn publish smart 2007 the answer to both question is ye smart argu that the african research and educ commun need to bethink their tendenc to “ lavishli follow the western model of academ promot base on publish in journal ” in an earlier articl norton 2000a,Neutral
465,"enables smart manufacturing prognostics and health management (phm) systems and technologies enable maintenance action on products and processes based on need, determined by the current system condition via diagnostic analyses and/or the expected future condition through prognostic methods. phm techniques",enabl smart manufactur prognosi and health manag hm system and technolog enabl mainten action on product and process base on need determin by the current system condit via diagnost analysi and/or the expect futur condit through prognosi method hm techniqu,Neutral
466,"abstract. in this paper, we introduce a smart appliance for consumer healthcare called “magic medicine cabinet. ” it integrates such technologies like smart labels, face recognition, health monitoring devices, flat panel displays, and the web to provide situated support for a broad range of health",abstract in thi paper we introduc a smart applianc for consum healthcar call “ magic medicin cabinet ” it integr such technolog like smart label face recognit health monitor devic flat panel display and the web to provid situat support for a broad rang of health,Positive
467,"abstract. the recent advances of ict allow developing new generation of telehomecare systems to enable elderly health monitoring and management and ease their daily life. such a system can reduce the amount of admissions to hospital, facilitate more efficient clinical visits, and may replace a",abstract the recent advanc of it allow develop new gener of telehomecar system to enabl elderli health monitor and manag and eas their daili life such a system can reduc the amount of admiss to hospit facilit more effici clinic visit and may replac a,Neutral
468,"background: advances in ubiquitous computing, smart homes, and sensor technologies enable novel, longitudinal health monitoring applications in the home. many home monitoring technologies have been proposed to detect health crises, support aging-in-place, and improve medical care. health",background advanc in ubiquit comput smart home and senior technolog enabl novel longitudin health monitor applic in the home mani home monitor technolog have been propos to detect health crisi support raging-in-plac and improv medic care health,Negative
